From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
1291,13821,454.64,US Dollar,Credit Card,0,17,1
241204,41335,1366.28,Australian Dollar,ACH,0,16,4
1595,7058,255.23,Euro,Credit Card,0,7,5
11314,35571,13464.12,Euro,Credit Card,0,14,0
63834,64059,25975.01,Saudi Riyal,Credit Card,0,10,3
2860,11661,982805.53,US Dollar,Cheque,0,9,1
319638,22086,106.46,US Dollar,ACH,0,17,4
11046,23319,15466.38,US Dollar,Credit Card,0,10,4
3597,122779,748.33,US Dollar,Cheque,0,9,4
171474,169489,0.001358,Bitcoin,Bitcoin,0,7,3
214342,18840,377.62,US Dollar,Credit Card,0,1,1
223281,225412,1217.37,Rupee,Credit Card,0,0,4
224574,127361,76666.45,Rupee,Credit Card,0,18,4
11968,11968,10324.86,US Dollar,ACH,0,20,0
19,142223,65972.8,Australian Dollar,ACH,0,15,2
15194,126688,51.19,US Dollar,Wire,0,17,0
600,19622,443.34,Euro,Credit Card,0,17,2
1291,219788,237.49,US Dollar,Credit Card,0,5,5
12592,143280,136.53,US Dollar,ACH,0,4,5
12066,28335,188499.63,Yuan,Credit Card,0,7,5
263186,263186,926943.19,Saudi Riyal,Reinvestment,0,0,3
26,12143,497.73,Yuan,Cheque,0,9,6
144089,144089,12.9,Euro,Reinvestment,0,0,3
137383,159702,2125.32,US Dollar,Cheque,0,2,4
148894,149205,3236.03,Brazil Real,Cheque,0,16,1
70,1291,78.94,US Dollar,Cash,0,6,3
27,132448,7132.47,Ruble,Cheque,0,2,3
18,216,5704.5,Saudi Riyal,Credit Card,0,0,4
149805,248756,66.17,Brazil Real,Wire,0,13,6
4790,18247,15.96,US Dollar,Cheque,0,16,4
15680,33013,30078.48,US Dollar,Cheque,0,17,4
5724,423,1719.06,Euro,Wire,0,14,3
26922,110593,29501.82,Yuan,Credit Card,0,5,3
7249,7249,42374.7,Euro,Reinvestment,0,18,3
268792,214,166.442282,Bitcoin,Bitcoin,0,7,4
24070,54715,960.77,Euro,Cheque,0,12,0
16934,35571,1847.54,Euro,Credit Card,0,0,3
117694,116703,589.22,US Dollar,Credit Card,0,17,5
17102,211012,4.21,Euro,Credit Card,0,18,4
12202,1126,54.04,Euro,Cheque,0,6,3
32961,12386,44.03,Euro,Cash,0,9,4
25526,124304,1292734.82,Rupee,Credit Card,0,9,0
59033,213,111.98,Shekel,Cheque,0,16,3
32245,230595,60331.82,Ruble,Credit Card,0,13,5
34978,34978,33330.25,US Dollar,Reinvestment,0,10,3
16263,16263,5452.61,US Dollar,Reinvestment,0,6,3
2514,423,1803.82,Euro,Cheque,0,2,2
70,29264,2938.16,US Dollar,Cheque,0,7,0
19931,9735,574.93,Yuan,Credit Card,0,14,1
141167,224191,517.84,Euro,Cheque,0,6,6
118293,42011,13790.43,Euro,Credit Card,0,3,2
214,169309,1.351478,Bitcoin,Bitcoin,0,19,2
1231,11701,2223.41,US Dollar,Credit Card,0,19,0
1394,20,699.08,US Dollar,Cheque,0,23,4
233005,27234,16398.28,US Dollar,Wire,0,15,2
136311,235943,2775.99,Canadian Dollar,ACH,0,18,4
31653,22106,110932.96,US Dollar,Cash,0,18,5
1394,215766,10202.9,US Dollar,Cheque,0,19,4
14652,25307,6149.45,Euro,Credit Card,0,4,3
252810,32125,1718.55,Euro,ACH,0,18,4
5394,18270,285962.66,US Dollar,ACH,0,4,0
692,8997,10057198.14,Yuan,Cheque,0,21,3
249585,149805,386130.13,Brazil Real,Cheque,0,9,0
21876,600,107679765.9,Euro,Cheque,0,11,4
117861,117861,13.05,Euro,Reinvestment,0,10,3
15680,15680,1535.13,US Dollar,ACH,0,19,4
213123,3389,3489.88,US Dollar,Credit Card,0,8,0
16263,114721,6.24,US Dollar,Credit Card,0,12,1
70,111913,142.43,US Dollar,Credit Card,0,7,1
113,113,492.57,Mexican Peso,Reinvestment,0,0,3
70,24320,152486.11,Rupee,Cash,0,2,4
12063,17831,11113.54,US Dollar,Credit Card,0,11,4
13,115216,4.52,US Dollar,Cheque,0,15,3
14057,27,5232.36,Yuan,Cheque,0,9,2
148894,248957,95.48,Brazil Real,ACH,0,14,6
14,14,5292.73,Shekel,Reinvestment,0,0,3
70,26179,106.6,US Dollar,Cheque,0,1,2
25526,23041,1743.13,US Dollar,Credit Card,0,6,0
70,600,12458.79,Euro,Credit Card,0,22,4
1720,25400,310.56,Euro,Cheque,0,23,1
5923,210812,74901.5,Yuan,Wire,0,22,4
40989,143476,2897.22,Australian Dollar,Credit Card,0,9,3
2860,3500,227.78,US Dollar,Cash,0,18,3
3100,110777,66.51,US Dollar,Cheque,0,3,1
110851,248188,213.86,Euro,Cheque,0,0,2
235943,238743,2606.92,Canadian Dollar,ACH,0,10,0
372044,270010,0.011852,Bitcoin,Bitcoin,0,7,4
70,138809,201.66,Canadian Dollar,Cheque,0,6,4
214,214,94.38,Brazil Real,Reinvestment,0,2,3
1812,21414,1578.93,US Dollar,Wire,0,10,2
7082,7080,1843.96,Yuan,Cheque,0,20,0
128948,50285,229.1,Euro,Credit Card,0,20,0
14,23486,23963.26,Rupee,ACH,0,2,4
12,214342,1511.74,US Dollar,Credit Card,0,2,5
1217,12,960.64,US Dollar,Cheque,0,14,4
241036,142513,6754.31,Australian Dollar,Credit Card,0,6,3
118,269077,0.127899,Bitcoin,Bitcoin,0,19,5
141465,141465,361105.34,Australian Dollar,Reinvestment,0,0,3
70,115,287.54,Saudi Riyal,Cheque,0,15,5
1720,15400,166785.72,Euro,Cheque,0,1,0
149108,50453,23059.67,Brazil Real,Credit Card,0,11,0
17803,22595,517.51,US Dollar,Credit Card,0,8,5
166516,227639,39137.05,US Dollar,ACH,0,22,4
14,14,3598.99,Euro,ACH,0,20,3
33370,8,2137.64,UK Pound,Cheque,0,13,4
29640,21643,9271.24,Yen,Credit Card,0,5,3
11701,23410,2459.68,US Dollar,Cash,0,5,5
23033,127817,1355840.73,Rupee,Cheque,0,14,4
2557,12202,2159.31,Euro,Credit Card,0,13,4
223281,223281,9824608.14,Rupee,Reinvestment,0,0,3
135925,11,2255.38,Canadian Dollar,Cheque,0,6,1
24027,231755,1892.73,Euro,Cheque,0,3,4
23033,24820,43617.18,Rupee,Credit Card,0,3,0
123651,5,146759.27,Rupee,Cheque,0,21,1
68101,118763,1917.32,Euro,Credit Card,0,17,0
21414,21414,2431.54,US Dollar,Reinvestment,0,0,3
23,16,96458.37,Ruble,Credit Card,0,2,6
70,245681,12403325.67,Mexican Peso,Cash,0,7,4
3202,135650,1314.59,US Dollar,Cash,0,17,4
600,18491,1476547.13,Euro,Cheque,0,1,4
216,63587,259157.36,Saudi Riyal,Wire,0,23,3
211374,231039,2209.77,US Dollar,Cheque,0,13,5
213,158021,352.94,Shekel,ACH,0,15,6
20,24633,87.23,US Dollar,Credit Card,0,0,4
4308,4308,3.19,Euro,Reinvestment,0,0,3
1720,220270,219.35,Euro,Credit Card,0,8,3
253116,129759,44.54,Euro,Cheque,0,23,2
215187,24523,3672.2,US Dollar,Credit Card,0,14,2
11968,245810,1540.59,US Dollar,Credit Card,0,1,4
5893,7082,16339.96,Yuan,Credit Card,0,16,4
70,243575,128.66,US Dollar,Cheque,0,11,2
3500,5082,356.95,Euro,Wire,0,0,4
7080,13218,6267.65,Yuan,Credit Card,0,19,3
1776,11,398.83,Euro,Cheque,0,10,5
5893,9534,1266.3,Yuan,ACH,0,17,4
126631,235053,13693.17,US Dollar,Credit Card,0,6,3
20,1217,7220.14,US Dollar,Credit Card,0,5,4
18935,21334,24020.36,Yen,Credit Card,0,6,4
11255,1,12441.75,US Dollar,Cash,0,5,4
21393,22435,46.27,US Dollar,Cash,0,12,4
531,22435,3215.06,US Dollar,Cheque,0,2,5
70,60184,935.37,Shekel,Cheque,0,13,0
2175,167570,9.32,US Dollar,Credit Card,0,16,1
15875,15875,1045896.32,US Dollar,Reinvestment,0,12,3
28168,247270,625.12,US Dollar,Credit Card,0,15,4
4308,5724,246.37,Euro,Cheque,0,22,1
394,14162,458394.94,US Dollar,Cash,0,21,4
6058,39194,1454.69,Euro,Cheque,0,15,0
234736,11880,307276.19,US Dollar,Cash,0,2,3
3533,215456,66153.84,US Dollar,ACH,0,5,4
10,116,2.83,Brazil Real,ACH,0,10,4
2,25520,43399.44,Rupee,Cheque,0,16,4
17831,117301,57.14,US Dollar,ACH,0,6,3
9715,231039,1178.37,US Dollar,Cheque,0,20,0
13821,124682,12272.93,US Dollar,Cash,0,8,6
35777,10,760.41,Canadian Dollar,Cheque,0,2,0
70,258067,4099.78,Euro,Cheque,0,4,4
17319,17319,2715.82,Euro,ACH,0,8,5
17353,117105,3879.94,Euro,Credit Card,0,23,4
1422,25526,1026.07,US Dollar,Credit Card,0,3,1
127704,128682,2183.28,Rupee,Cheque,0,23,3
600,19622,144.21,Euro,Cash,0,9,3
27,19521,4399.53,Yuan,Cheque,0,3,3
136474,138426,356.39,Canadian Dollar,Cheque,0,1,5
119927,167484,4328.54,US Dollar,Cheque,0,21,4
3653,239440,1180.28,US Dollar,Cheque,0,14,3
114983,114983,10458.06,Euro,Reinvestment,0,22,3
600,1595,21076.05,Euro,Cheque,0,9,0
600,211018,89.93,Euro,Credit Card,0,12,2
110198,394,344.73,US Dollar,Cash,0,19,1
113016,246662,549.59,US Dollar,Cash,0,1,2
21939,2175,957.6,US Dollar,Cheque,0,0,4
4187,214000,1363.07,US Dollar,Cheque,0,10,4
14620,7522,1405.05,Euro,Credit Card,0,3,4
1394,20,37.28,US Dollar,ACH,0,22,3
169489,20,0.279538,Bitcoin,Bitcoin,0,17,6
16,235735,30523.67,Canadian Dollar,Cheque,0,22,2
0,11437,1337.57,Euro,Credit Card,0,0,4
123651,124359,750.6,Rupee,ACH,0,23,3
18840,21939,2.96,US Dollar,Credit Card,0,0,0
215,146341,21002.04,Mexican Peso,Cheque,0,23,5
41126,141204,32512.09,Australian Dollar,Cheque,0,18,3
8488,18903,560.47,US Dollar,Credit Card,0,17,6
349902,256817,531.18,Swiss Franc,ACH,0,3,4
216208,235805,137548.02,Euro,Cheque,0,17,4
1291,1217,72.66,US Dollar,Cheque,0,18,4
33282,22031,629.45,US Dollar,Cheque,0,0,3
4894,228849,7080.49,US Dollar,ACH,0,19,3
6314,224,2896.61,US Dollar,Credit Card,0,21,0
11047,215721,298.06,US Dollar,Cash,0,21,5
119699,126123,214686.83,Rupee,Credit Card,0,8,4
223950,5,115241.66,Rupee,Cheque,0,16,4
11265,2196,525.83,US Dollar,Credit Card,0,17,6
11495,12,229.71,US Dollar,Cheque,0,15,0
222654,25634,709.98,Euro,Credit Card,0,20,3
18121,23726,409.87,Euro,Credit Card,0,3,2
5617,229619,363.13,US Dollar,Credit Card,0,17,6
70,72523,0.277146,Bitcoin,Bitcoin,0,14,2
3671,44720,6816.65,Euro,Credit Card,0,21,3
1439,5033,170.88,US Dollar,Cheque,0,2,6
69289,169261,0.008429,Bitcoin,Bitcoin,0,3,5
1231,239632,11810.18,US Dollar,Cheque,0,15,0
1422,5617,138.79,US Dollar,Cheque,0,12,4
21414,11,43358.38,US Dollar,ACH,0,18,3
1,29158,28.3,US Dollar,Cheque,0,13,2
217,69465,0.001039,Bitcoin,Bitcoin,0,0,4
24317,24317,250.76,US Dollar,ACH,0,22,2
116299,116299,19.34,Euro,Reinvestment,0,0,3
3460,23194,33.33,Euro,Cheque,0,19,4
8087,25788,14897.98,Euro,Credit Card,0,19,3
6269,264554,5981.71,Euro,Cheque,0,1,3
12503,15461,9345.25,Euro,Credit Card,0,4,3
18,216,2234.32,Saudi Riyal,Cheque,0,6,4
52788,53933,1569.11,Swiss Franc,Cheque,0,1,5
23848,234587,837.89,Euro,Cheque,0,22,4
70,214,2260.74,Brazil Real,Credit Card,0,8,4
350726,217798,461.41,US Dollar,ACH,0,11,4
357593,155119,653.57,Swiss Franc,ACH,0,12,3
118970,27436,22335.4,Euro,ACH,0,21,2
353592,353592,4858.28,US Dollar,Reinvestment,0,0,3
28335,15885,91062.09,Yuan,ACH,0,3,4
72,123568,187249.42,Rupee,Credit Card,0,12,2
22086,22086,1919.85,US Dollar,Reinvestment,0,0,3
1768,7522,3710.66,Euro,Credit Card,0,23,3
14620,6269,23.73,Euro,Cheque,0,23,4
12055,26262,15.92,Euro,Credit Card,0,15,5
70874,70949,0.1135,Bitcoin,Bitcoin,0,9,1
4187,219975,17.0,US Dollar,Cheque,0,18,4
25384,27737,28.65,Euro,Cheque,0,13,1
17,35777,11203.16,Canadian Dollar,Cheque,0,8,4
22364,3440,209.59,US Dollar,Cheque,0,0,1
0,222654,831.7,Euro,Cheque,0,20,3
14162,14162,18.48,US Dollar,Reinvestment,0,8,3
26,123568,61299.03,Rupee,Cheque,0,7,0
70,9530,8133.53,Yuan,Credit Card,0,4,0
18903,163470,429.08,Saudi Riyal,Cash,0,13,1
70,117284,62687334.3,Yen,Cash,0,22,3
394,12,504.36,US Dollar,Cheque,0,8,4
22124,220729,1282.96,US Dollar,Wire,0,23,1
1110,219054,5597.95,US Dollar,Cheque,0,0,1
269294,169500,0.013876,Bitcoin,Bitcoin,0,16,1
19931,111425,4749882.2,Yuan,Cheque,0,22,0
19414,23494,597.01,Rupee,Credit Card,0,0,3
11337,24999,357.27,US Dollar,Cheque,0,19,3
3460,1768,444.81,Euro,Cheque,0,14,3
49411,248957,7358.21,Brazil Real,Credit Card,0,17,4
6681,5436,22.52,Euro,Cheque,0,17,4
170558,169671,0.000393,Bitcoin,Bitcoin,0,0,5
131266,28393,317.61,US Dollar,ACH,0,2,3
63779,64059,9375.26,Saudi Riyal,Cheque,0,9,4
64657,64657,58.56,Saudi Riyal,Reinvestment,0,0,3
27436,14213,457.38,Euro,Cheque,0,23,1
12,17180,7654.89,Yen,Cheque,0,20,0
70,3440,3857.43,US Dollar,Cheque,0,14,2
24713,24713,24965.0,Rupee,ACH,0,0,3
114954,11968,713.18,US Dollar,Cheque,0,9,0
41126,241204,1099.33,Australian Dollar,Credit Card,0,8,0
112659,113830,4152.06,Yuan,Credit Card,0,4,2
110856,110856,66615.04,US Dollar,ACH,0,9,4
348405,237271,272.71,Euro,ACH,0,12,4
148698,210,671.46,Brazil Real,Cash,0,13,3
27356,111425,30617.51,Yuan,Cheque,0,6,2
8,8,11951.5,Canadian Dollar,Credit Card,0,23,4
2860,131857,903.74,US Dollar,Cheque,0,12,3
23539,24820,5707.12,Rupee,Cheque,0,4,2
21828,21828,4.4,US Dollar,Reinvestment,0,0,3
58848,59700,298.4,Shekel,Cheque,0,3,5
1439,120336,428.61,US Dollar,Credit Card,0,3,0
3440,1217,72.45,US Dollar,Credit Card,0,0,6
49096,210,12274.6,Brazil Real,ACH,0,8,1
131787,113016,4818.36,US Dollar,ACH,0,0,4
13474,28168,436677.34,US Dollar,Cheque,0,18,4
138578,43256,637.72,US Dollar,Cheque,0,6,3
1595,11437,1.53,Euro,ACH,0,7,3
16866,226851,2237.56,US Dollar,Credit Card,0,3,4
4187,3100,1728.42,US Dollar,Credit Card,0,6,4
12,110198,19139.91,Yuan,Cheque,0,6,3
115081,115081,1413.54,Euro,ACH,0,19,5
1595,12055,6065.31,Euro,Cheque,0,21,4
14195,17059,101.6,Euro,Cheque,0,1,1
1217,22547,1907.16,US Dollar,Credit Card,0,15,3
32503,23571,2372.63,US Dollar,Cheque,0,7,4
22026,127004,3584.16,Euro,Cheque,0,10,2
15885,12143,13376.68,Yuan,Cheque,0,15,4
28958,133539,48.6,US Dollar,ACH,0,7,0
349,11,1584.83,US Dollar,Cheque,0,9,0
2692,14595,888.16,US Dollar,Credit Card,0,18,4
10876,117105,326.58,Euro,ACH,0,13,4
11,20,25.3,US Dollar,Credit Card,0,8,4
34526,5981,215.57,Euro,Cheque,0,4,4
163897,163897,86.93,Saudi Riyal,Reinvestment,0,0,3
25634,123496,60.13,Euro,Credit Card,0,0,4
2,124304,12276.63,Rupee,Credit Card,0,4,4
423,3,150.78,Euro,Cash,0,1,5
9096,215128,15495.88,Yuan,Cheque,0,7,0
12204,26453,658.14,US Dollar,ACH,0,12,4
69289,169309,0.032362,Bitcoin,Bitcoin,0,14,1
10,149034,32299.83,Brazil Real,Credit Card,0,18,3
211362,218604,33.98,Euro,Cash,0,18,3
13474,272717,7e-06,Bitcoin,Bitcoin,0,23,5
2514,12274,2700.87,Euro,Credit Card,0,11,4
32026,12055,369.95,Euro,Credit Card,0,11,4
14851,247009,3484.47,Euro,Cheque,0,15,4
219,169309,0.004744,Bitcoin,Bitcoin,0,3,5
27356,7080,4512.1,Yuan,Cheque,0,9,4
115690,14003,461.03,Euro,Cash,0,10,4
13,23,1187852.9,Yen,Cheque,0,22,4
70,19,80562.99,Ruble,Cheque,0,19,0
1,1291,1622.1,US Dollar,Credit Card,0,7,4
5394,5394,161933.98,US Dollar,Reinvestment,0,3,3
70,11,1287.78,Yuan,Cheque,0,5,5
343564,41916,191.61,Australian Dollar,ACH,0,23,4
13218,110134,1235.11,Yuan,Cheque,0,6,4
11265,2196,242809.2,US Dollar,ACH,0,3,1
13,11832,101495.33,Yen,ACH,0,3,0
23,232081,96588.95,Ruble,Cheque,0,3,3
16293,17059,105272.14,Euro,Cheque,0,20,3
21939,39701,997.13,US Dollar,Cheque,0,4,1
210824,13917,94759.38,Yuan,Credit Card,0,3,2
23571,1217,15.82,US Dollar,Credit Card,0,0,3
20,1231,7166.18,US Dollar,Credit Card,0,13,4
248623,248756,9315.64,Brazil Real,Cheque,0,16,3
136678,136678,4.04,Canadian Dollar,Reinvestment,0,0,3
9530,15885,888.65,Yuan,Credit Card,0,13,4
115,266406,31683.51,Saudi Riyal,Credit Card,0,8,3
3597,5033,2667.83,US Dollar,Credit Card,0,11,3
1595,21876,3854.53,Euro,ACH,0,10,4
3500,223057,802210.21,US Dollar,Cheque,0,10,4
358309,14,1680.87,Shekel,ACH,0,15,4
11,27234,16.21,US Dollar,ACH,0,18,6
11255,1422,153837.71,US Dollar,ACH,0,9,3
3202,17831,182.88,US Dollar,Credit Card,0,0,6
164686,263186,7618.9,Saudi Riyal,Wire,0,17,5
6586,14652,16946449.05,Euro,Cash,0,9,4
123800,123800,1262.39,Rupee,Reinvestment,0,0,3
19,19,10490.04,Ruble,ACH,0,3,3
124592,225095,501596.0,Rupee,Credit Card,0,13,3
70,14,2505.33,Euro,Credit Card,0,19,5
29640,116914,590447.66,Yen,Cheque,0,8,4
225547,127412,258859.72,Rupee,ACH,0,0,3
156915,1812,9930.1,US Dollar,Cash,0,4,4
354221,354221,21112.64,Swiss Franc,Reinvestment,0,17,3
57466,57466,20786.34,Shekel,Credit Card,0,4,2
70,266531,913.77,Euro,Cheque,0,2,0
20,123520,558.4,Euro,Cheque,0,20,1
169261,70846,0.152538,Bitcoin,Bitcoin,0,0,2
41126,243704,1909.41,Australian Dollar,Cheque,0,5,5
316174,246342,197.26,US Dollar,Credit Card,0,17,4
14851,234539,20926.85,Euro,Cheque,0,0,4
21828,3500,807.42,US Dollar,Credit Card,0,23,2
19856,215478,102408.84,Yen,Cheque,0,7,1
25526,29158,66.11,US Dollar,Credit Card,0,2,0
115771,115771,21.85,US Dollar,Reinvestment,0,0,3
220624,0,20067.54,Euro,Credit Card,0,1,4
5206,16456,2508.48,US Dollar,Cheque,0,11,4
1422,58361,1078.82,US Dollar,Cheque,0,22,4
20,169489,0.030537,Bitcoin,Bitcoin,0,9,4
26,9096,55429.93,Yuan,Cheque,0,21,3
14,1595,351.09,Euro,Credit Card,0,15,3
12386,256032,1084.09,Euro,Credit Card,0,21,4
8,29,17952.14,UK Pound,Cheque,0,5,3
23410,27155,793.42,US Dollar,ACH,0,13,3
12202,33067,112.56,Euro,ACH,0,13,3
3,14,19617.14,Euro,Cheque,0,8,3
0,24557,229.12,Euro,Cheque,0,9,1
21939,120336,3145.81,US Dollar,Cheque,0,8,4
20,30691,330.2,US Dollar,Cheque,0,9,4
70,242580,1611.52,US Dollar,Cheque,0,10,6
120838,215278,160923.24,Yen,ACH,0,16,4
140797,131787,80.32,US Dollar,Cheque,0,15,3
21566,157989,1402.58,US Dollar,Cheque,0,17,5
24070,17059,2035.16,Euro,Cheque,0,10,4
10488,12101,2617.91,Yuan,ACH,0,13,1
1776,118871,398.09,Euro,Credit Card,0,14,0
692,692,149.68,Yuan,Reinvestment,0,9,3
5294,133903,11377.68,Euro,Credit Card,0,6,4
3,14851,19359.59,Euro,Cheque,0,16,1
70,138578,1365617.93,US Dollar,Cheque,0,11,1
41542,19,64.6,Australian Dollar,Cheque,0,8,0
8814,19325,329.67,US Dollar,Credit Card,0,21,3
22264,22264,6958.11,Euro,Reinvestment,0,0,3
1638,28932,1.64,US Dollar,Credit Card,0,18,4
423,14,8052.22,Euro,Cheque,0,19,2
241204,41542,24.18,Australian Dollar,Cheque,0,9,4
235735,136136,7664.94,Canadian Dollar,Cheque,0,18,0
241647,241647,192.49,Euro,Reinvestment,0,0,3
215,19,35506.42,Mexican Peso,Cheque,0,1,3
14,14,87.33,Shekel,Reinvestment,0,0,3
1110,133530,298.77,US Dollar,Cheque,0,15,6
1639,117916,113.7,US Dollar,Credit Card,0,13,4
127530,127530,1.86,US Dollar,Wire,0,21,2
349,11222,1704.09,US Dollar,Credit Card,0,14,1
12386,19419,18285.51,Euro,Credit Card,0,4,5
70874,71535,0.026671,Bitcoin,Bitcoin,0,0,2
21393,1394,9677.49,US Dollar,Credit Card,0,15,5
20,1217,14.99,US Dollar,Credit Card,0,7,3
5206,215514,5871.22,US Dollar,Cheque,0,9,3
170943,270575,0.180759,Bitcoin,Bitcoin,0,12,0
11968,1120,140.25,US Dollar,Cheque,0,18,4
233282,233282,8.07,UK Pound,Reinvestment,0,0,3
12678,12678,22.61,Yuan,Reinvestment,0,1,3
1110,1807,6640.18,US Dollar,Credit Card,0,15,3
215721,158832,914.44,US Dollar,Credit Card,0,12,6
228849,120364,98390.0,US Dollar,ACH,0,19,3
22124,22124,995.52,US Dollar,ACH,0,9,2
22364,114954,6926.52,US Dollar,Cheque,0,7,2
6971,110851,351.89,Euro,ACH,0,16,5
30061,28195,106.4,US Dollar,Cheque,0,21,3
425,25384,30257.28,Euro,Cheque,0,23,2
3460,12055,8607.78,Euro,ACH,0,5,3
19414,23494,699.37,Rupee,ACH,0,22,6
124503,27637,4544.68,Rupee,Cheque,0,11,4
20,52311,5750.74,Brazil Real,Cheque,0,10,4
8,35777,868.22,Canadian Dollar,Cheque,0,22,4
14408,1,133.13,US Dollar,Credit Card,0,0,3
10881,230412,29.54,Euro,Cheque,0,18,5
26015,26015,13.4,US Dollar,Reinvestment,0,15,3
29154,244313,2937.78,Euro,ACH,0,7,3
135925,135925,5.87,Canadian Dollar,Reinvestment,0,0,3
217798,42015,434.69,US Dollar,Cheque,0,17,4
1812,1812,4.96,US Dollar,Reinvestment,0,20,3
123800,119732,174828.31,Rupee,Credit Card,0,2,3
221585,15726,2685.36,Yen,Credit Card,0,0,2
1231,11265,53.73,US Dollar,Credit Card,0,6,0
2860,5394,7.38,US Dollar,Credit Card,0,0,3
210472,21647,49.59,US Dollar,Cash,0,22,1
1,11770,235.72,US Dollar,Cheque,0,4,0
214,210,10646.4,Brazil Real,Cheque,0,14,3
48719,49096,982.3,Brazil Real,Credit Card,0,4,1
13703,13703,141.86,US Dollar,Reinvestment,0,15,3
133915,144936,194.18,Euro,Cheque,0,2,5
5383,120229,5.99,Euro,Cheque,0,19,3
24523,13821,342.93,US Dollar,Cheque,0,10,3
18,64059,293976.71,Saudi Riyal,Cheque,0,11,4
319274,122996,385.47,US Dollar,Cheque,0,5,4
214,273006,0.052955,Bitcoin,Bitcoin,0,6,4
19521,28335,28174.52,Yuan,ACH,0,7,5
1217,8106,3709.31,US Dollar,Credit Card,0,1,2
21393,254308,382.04,US Dollar,Cheque,0,1,3
234992,6809,108.62,US Dollar,Cheque,0,18,4
23494,127152,62373.26,Rupee,Cheque,0,19,1
163233,66761,1828126.42,Saudi Riyal,Cash,0,1,1
331589,1394,81.67,US Dollar,Credit Card,0,19,4
10,10,457933.6,Brazil Real,Cheque,0,7,4
23544,126123,432609.99,Rupee,Cheque,0,0,4
5,5,291554404.49,Rupee,Cheque,0,23,3
1110,1110,9197.46,US Dollar,ACH,0,11,1
14,24455,202.86,Euro,Cash,0,11,3
2692,2175,25153.55,US Dollar,Cash,0,7,2
70,160734,27154.78,US Dollar,Cheque,0,17,3
8,136009,12702.05,Canadian Dollar,Cheque,0,15,0
212518,212518,156499.72,US Dollar,Reinvestment,0,20,3
118066,117946,740304.32,Yen,Cheque,0,15,4
14213,118763,762.52,Euro,Cheque,0,10,4
220164,6681,8937.89,Euro,Credit Card,0,6,4
1595,11314,1813.61,Euro,Cash,0,9,2
23194,23194,157192.15,Euro,Reinvestment,0,0,3
35534,35534,1819.79,US Dollar,Reinvestment,0,11,3
1776,25885,6322.59,Euro,Cheque,0,22,4
15786,15786,12.31,US Dollar,Reinvestment,0,15,3
113002,31363,52.68,US Dollar,Credit Card,0,14,4
13210,214867,262824.39,US Dollar,Cheque,0,11,4
360942,215191,41.61,US Dollar,Credit Card,0,17,4
3533,39701,36.33,US Dollar,Cash,0,8,1
11671,222439,5945433.56,US Dollar,Cheque,0,17,4
15680,5687,3.75,US Dollar,Credit Card,0,13,5
11,11,14139.08,Canadian Dollar,Reinvestment,0,0,3
14,11314,870.19,Euro,Credit Card,0,14,3
1422,112568,94.83,US Dollar,Credit Card,0,10,0
2557,17694,5909.49,Euro,Cheque,0,17,4
110134,13512,35534.01,Yuan,Cheque,0,12,3
14195,115690,117845.21,Euro,Cash,0,20,5
3718,3718,4872.01,US Dollar,Reinvestment,0,0,3
15331,19325,5265.55,US Dollar,Cheque,0,6,4
211012,425,1704.12,Euro,Cheque,0,12,1
118,72332,0.570383,Bitcoin,Bitcoin,0,13,5
14,21267,923.25,Euro,Cash,0,1,5
231651,56790,2524.2,US Dollar,Cash,0,10,3
13703,110777,1109.05,US Dollar,Credit Card,0,15,0
70,241469,1084.33,Australian Dollar,Cash,0,8,3
1,224,199082.28,US Dollar,Cheque,0,2,3
34206,34206,33208.31,Yuan,Reinvestment,0,0,3
20,11265,488.92,US Dollar,Cheque,0,21,2
212,110,5356.39,Australian Dollar,Credit Card,0,2,4
5082,25307,403.5,Euro,Credit Card,0,15,4
257433,257858,110877.03,Shekel,Cheque,0,0,4
241979,241979,1361129.5,Australian Dollar,Reinvestment,0,5,3
269294,169500,0.013876,Bitcoin,Bitcoin,0,17,4
11,24216,61.43,US Dollar,Cash,0,0,4
19561,37022,1265.67,US Dollar,Cheque,0,14,3
11,11,7.48,Euro,Reinvestment,0,0,3
257433,258630,5557.66,Shekel,Cheque,0,20,4
423,20798,6987.47,Euro,ACH,0,15,4
10,149836,1842.16,Brazil Real,Cheque,0,6,1
692,27,13542.48,Yuan,ACH,0,11,1
131787,25017,2739.69,US Dollar,Credit Card,0,11,5
600,11,98.24,Euro,Cheque,0,18,5
1217,15783,488.62,US Dollar,Cash,0,23,3
5621,1231,1765.82,US Dollar,Credit Card,0,22,1
10073,9735,6199.74,Yuan,ACH,0,13,2
3522,12,356.59,US Dollar,ACH,0,7,4
531,19970,12130.79,Yuan,Credit Card,0,3,4
26262,26262,39.09,Euro,ACH,0,0,6
110,141204,52.55,Australian Dollar,ACH,0,23,4
118293,231705,301.7,Euro,Cheque,0,16,4
118699,122779,462.4,US Dollar,Credit Card,0,15,4
18355,225430,28.25,Euro,Cheque,0,12,4
237110,139835,842695.83,US Dollar,ACH,0,13,4
70,126413,2957.23,US Dollar,Credit Card,0,15,3
3,11437,49.42,Euro,Cash,0,23,1
70,1768,10.6,Euro,Cash,0,23,1
139951,14648,34.66,US Dollar,Credit Card,0,1,0
